rid,text,food,price,service,ambience,trainer
2605,"Tadi siang kesini ngumpul sama temen2 dr kantor lama. Dari luar kelihatan kecil, tp ternyata gede. Bahkan ada area smoking dan non smoking. Trus ada wc jg di dalem, jd gak usah jalan jauh2.    Gue pesen menu all day breakfast yaitu smoked salmon, potato rosti sm poached egg. Enak dan porsinya lumayan besar.    Selain itu, temen gue pesen pasta: meatball spaghetti, carbonara, aglio olio sm burger. Pastanya biasa aja, kurang oke malah menurut gue. Tp burgernya porsi gede bgt. Pas dibelah, telor kuning nya meleleh. Enaaaak!",POSITIVE,-,-,POSITIVE,corrector
3795,"Came here on sunday for my friend's birthday partyy. Needless to say, the place was extraordinary, has an amazing citylights view. cost around 5m for one small table on the right corner next to the bar. and 2,5m for the red round sofas on weekend ( if im not mistaken ) .   I tried 2 out of 4 altitude restaurants and they all got flawless service, exquisite place & excellent food and bevvy, definetely will come back here for some chill afternoon <3",POSITIVE,-,POSITIVE,POSITIVE,corrector
1987,"Went there for having 'late lunch,  I choose hot chamomile tea with #VietnameseFriedBeefNoodles,  which I never try one before, so I can't compare with other places, but for personal opinion,  for a place that focus in Sandwich and all day Breakfast,  they are doing pretty ok,  the noodles a bit over cook but mix very well with the Mince Beef and Yard Long Beans,  a bit spicy but the peanuts and fresh tomato give a mix flavor,  I was quite exciting while i eat it,  it's always excited in your every single 'first time ' moment,  isn't it?  :-) anyway always love to come to this place,  especially Sunday afternoon.  @",POSITIVE,-,-,-,corrector
444,"Ini ke dua kalinya gue ke sini, pertama pas weekday dan yang ke 2 weekend. Unt weekend lebih baik reserve dulu unt duduk di luar.  Pelayan disini jutek2. Ga tau deh pokonya im so disappointed (2/5)  Viewnya (5/5)  Makananya nothing special (3/5)",NEGATIVE,-,NEGATIVE,POSITIVE,corrector
572,"Gw kesini berdua sama temen gw. Sebelumnya memang udah tau sih kalau Godiva itu jual aneka cokelat yang pricey. Karena harga cokelatnya mahal itulah yang bikin gw penasaran sama rasanya. Gw kesini cuma beli Ice Chocolate (lupa namanya) seharga 60k yang menurut gw sih rasanya standart aja. Yah kayak ice chocolate pada umumnya.  Gw sih ngga rekomen datang kesini untuk yg ke 2x, abis mehong.",NEGATIVE,NEGATIVE,-,-,corrector
3559,"Setiap kesini tanpa liat menu pasti pesan Black Dragon Roll sama Beef Yaki Udon yg pedasnya medium. Tapi kadang ga konsisten sih rasanya. Rasa pedas udon nya bisa berubah"""", lebih sering jd less spicy sih from medium. Black Dragon Roll nya jg pernah rasanya beda gitu ga kaya biasanya. Terakhir kali makan kesini, Black Dragon Roll nya ga dikasih kecap manis, jd kering. Saya merasakan kecurangan dan ketidakadilan disitu hahaha. Saya minta sih kecap manisnya. But still my fave place to go!",NEGATIVE,-,-,-,corrector
440,"Decent coffee and pizza, prices are a bit high.. But still Ok.. Their rum coffee is pretty good..   A nice place to chill after work with some friends.",POSITIVE,NEGATIVE,-,POSITIVE,corrector
2513,"There’s a new Italian restaurant in town and it’s FANCY. I was already intrigued upon entrance cos apparently they take their design inspiration from 1950s Italy, focusing especially on Italian ‘beauties’, e.g. photos of pretty ladies on the wall, a (LONG) cocktail list named after Italian actresses, etc. I also had high expectations about the food cos the menu sounded appetising. The items on the menu are those I rarely find in Jakarta, such as burrata cheese, porchetta, bottarga, and.. other stuff that I can’t remember. ........    For FULL review and more photos, visit our website:                                                                  tasteritos.co"" ""Pulang kantor ke daerah menteng/cikini trus bingung mau makan dimana. Liat Zomato katanya disini salah satu yang recommended. So here I was.    Tempatnya lumayan lucu ada indoor dan outdoor (smoking area).     They have all-day breakfast menu plus many selection of pastries (quiche, dll).    Pesen aglio olio with shrimp dan mushroom truffle pizza. WOW surprisingly enak enak lho!! Pizzanya apalagi! Truffle-nya pas nggak over powering, crustnya enak tipis tp ga begitu tipis.    Spaghettinya enaaakk al dente dan seasoning garlic and pepper-nya pas (cuma porsi tidak begitu besar).     Harga termasuk okelah untuk di lokasi daerah cikini/menteng. Oia saat ini mereka punya promo disc. 20% food only with BC* credit card (min. Transaction 275rb).",POSITIVE,POSITIVE,-,POSITIVE,corrector
976,"Place :Lebih suka Cimory riverside ini dibandingkan yang mountain view. Tempatnya lebih besar apalagi kalo pas dapet meja yang pemandangannya langsung ke sungai.    What we order :  Mereka menyediakan western, Indonesian, and Asian Delight.  Yang saya order adalah Cheese Sausage with German Potato. Cimory ini selain terkenal dengan susunya, mereka juga terkenal dengan sosisnya yang enak dan gurih. Jadi saya pesan menu ini untuk dinner.  Sepotong cheese cake sengaja dipesan karena saat itu anak saya berulang tahun.",POSITIVE,-,-,POSITIVE,corrector
686,"If a 20k roadside nasi goreng tastes bad, i can still forgive it. But 70k in a place specializing in nasi goreng, meh.     Waitress recommended the nasi goreng omelette + gyutan + sambal matah.   The nasi goreng was like a hotel style nasgor,  heavy on red chili and heavy-bodied sweet soy sauce.   The omelette was thin and not fluffy.   The gyutan was.. Thick cut, and bland. Wasnt impressed by it thats for sure.   Sambal matah was javanese style also, not enough shallot or lime maybe? Its lacks 'brightness' or zest.   The place really need to shape up their nasi goreng in order to compete...",NEGATIVE,NEGATIVE,-,-,corrector
1664,The world famous Benihana doesn't miss a beat here in Jakarta with its Jakarta Special menu. Have the salmon carpaccio for appetizer while the chef performs his entertaining tricks while cooking your favorite platters. Have kids? Bring them along. They'll love the show.,POSITIVE,-,-,POSITIVE,corrector
3709,"Good place for hang out and have some drink with friends ! Food is just ok, the aglio olio is too spicy, carbonara is so so, soup buntut just so so. The drink is good and CHEAP ! I ordered a lot of drink like tequila, many of shots and as well the food.",POSITIVE,POSITIVE,-,-,corrector
1686,Punya temen / partner bisnis dari luar negri yang pengen coba makanan indo ? bawa ke sini deh ga pasti nyesel. ( btw siapin kocek yg mayan tp ya . apalagi kalo mereka suka ngebir. )    Can't go wrong to go here. makanan2 di sini berkualitas ( dan sedikir pricy tentunya ) . dan yang pasti ga akan bikin perut tamu kalian sakit.    selama gw ke sini ( udah beberapa x ).. biasanya pesen    - sate ayam / sapi /   - beef rendang  - pineapple fried rice  - softshell crab  - ko samui red beef curry    semuanya ok banget.. dan so far gw ga pernah ktm makanan yg ga enak di resto ini.    buat dessert  apa aja ok. btw contekan buat yg bawa tamu Korea. mrk suka mangga. jadi tawarin aja mango kiwi.     dan beberapa foreigner ga suka duren. jadi watch out. mending tanya dulu    bakal ke sini lagi ? -> YES. ( kl bos suru bawa pergi tamu ),POSITIVE,NEGATIVE,-,-,corrector
746,Its the first time i come here with my sister and i am pretty recommend it for you guys who want to eat the best indonesia food with awesome view. Such a complete things. Best view best food (u must try kepiting bakar daun. This crab is really good). Also thanks to kang dema for the service :),POSITIVE,-,POSITIVE,POSITIVE,corrector
2528,"Pesen kakap saus thailand, tom yam seafood, brocolli with garlic and thai tea. Overall enak apalagi kakap saus thailand dan tom yam seafoodnya.  Recommended buat yg suka sama thai food.",POSITIVE,-,-,-,corrector
1210,"Pertama kali restoran yang satu ini, untuk desain emang cozy banget, suka dengan desainya yang terlihat keren dari segi berbagai sudut, untuk makananya juga cocok dgn lidah orang Indonesia, Roti tisunya juga enak, karna kesini pas weekend tempatnya tame banget, Pasti datang lagi kesini!!",POSITIVE,-,-,POSITIVE,corrector
3105,"I really enjoyed the authentic Japanese taste that this restaurant has. I recommend to opt for the set meal, since it comes with 4 different seasonal side dishes, red miso soup with clams (yum yum), and pickles. The ebi tempura is super fresh and delicious. The grilled salmon are well cooked. I highly recommend this place to Japanese food lovers.",POSITIVE,-,-,-,corrector
3347,"Coba kesini karna tempatnya yg unik tapi nunggu makanannya dateng itu lamaaa banget sampe sejam dan ada 1 makanan yg dicancel karna ga dateng2, untuk rasa mie yakult nya enak creamy tp nasgor kambingnya biasa kambingnya jg cma sepotong :( dan entah kenapa bentar2 mati lampu",POSITIVE,-,NEGATIVE,NEGATIVE,corrector
472,"Came on Saturday for lunch, they open from 11 AM to 3 PM. It was not so crowded, only few tables. To celebrate CNY, they served some special Chinese dishes like Fried Nian Gao! For dessert, they are also having traditional cake. Food and service were good.",POSITIVE,-,POSITIVE,-,corrector
3765,Tried this place. So so. Everything just ok not outstanding except the high price. The place is small n clean. Service wise just standard. The waitress kind of akward and shy.  Cakes and food is standard you can find it in other places as well. Overall its ok nothing special.,POSITIVE,NEGATIVE,POSITIVE,POSITIVE,corrector
3944,"Kebetulan emg lagi mau coba tempat makan di PI"" ""Great place.. Tempatnya yg berada diperumahan jadi ga kebisingan suara kendaraan dijalan. Dr tempat parkirnya sih kurang besar jadi yg bawa mobil bisanya parkir disamping trotoar didepan cafe. Untuk tempatnya berbeda dengan yg disunter, disini hanya 1 lantai dan dibagi menjadi beberapa bagian, ada yg buat perokok itu diluar, buat yg rame2 dan buat sendiri2 / berdua juga ada. Ruangan dalemnya nyaman dan suasananya santai untuk ngerjain tugas atau sekedar wifian sambil ngopii, apalagi ngobrol sama temen2. Untuk coffeenya enak dan harganya pas sesuai rasa. Pelayannya juga ramah banget dan cepat, mantap deh pokoknya. Lain kali pengen coba yg ada disunter",POSITIVE,POSITIVE,POSITIVE,POSITIVE,corrector
1851,Waiting for some friends and ordered ice green tea latte. Unexpectedly good! A bit pricy for such size though. It's an open space spot and undeniably there are mosquitos. But in general it's a good spot.,POSITIVE,NEGATIVE,-,POSITIVE,corrector
1021,"Waktu itu kesini karena teman papa recommend bgt mie di Yong yam ini.. Memang enak sih.. Biasa yang cowok2 pesan porsi jumbo (1.5 porsi) cuman tambah 3,000. Mie nya itu pake mie kriting yg kecil itu. sangat gurih! Pangsit disini suka ngumpet, kecil ketumpuk dibawah mie nya. Harus coba itu bakso disinI! Aku lebih suka bakso disini diandingbakso di akiaw. Karena aku da mama itu sangat sensitive sama bau2 masakan, kita suka gak bisa makan bakso karena suka terlalu tercium bau sapi nya. Disini g ada bau itu lho, baksonya jg empuk lezat g berasa urat2 nya gitu :)                                                                  claredelfia.wordpress.com",POSITIVE,POSITIVE,-,-,corrector
2269,"Makan disini menyenangkan. Saat masuk mendapat sambutan hangat dari pelayannya. Masuk ke ruangan, sdh ada teman disana. Duduk pada tatami, dan mendapat handuk kecil hangat. Pesan Waku Salad, enak, fresh sayurnya dan saus nya enak sekali tidak tajam saat diakhir kunyahan, tapi sayang banyakkan kol. Pesan Saga, renyah daging dan kulitnya, gurih, dan sudah dibuang semua durinya. Soal harga lumayan mahal tapi sepadan.",POSITIVE,NEGATIVE,POSITIVE,-,corrector
627,Mie ayam jamur cekernya memang juara sih... Harganya juga murah. Cuman berisiknya. Karena pinggir jalan banget dan terbuka tempatnya. Over all puas lah.,POSITIVE,POSITIVE,-,NEGATIVE,corrector
3744,"Iseng-iseng ke ruko di Galaxy eh ada tempat eye catching seperti Dr. Waffles. Tempatnya lumayan cozy. Tp sayangnya terang2an jualan rokok. Jd keliatan kayak warung klontong. Makanannya enak, porsi mantap, harga pas banget. Service-nya juga oke. Milo dinosaurus yang jumbo wajib utk dipesan,lagi lagi nyobain cafe2 kecil deket kantor.  kesini karena temen kantor bilang waffle nya enak + harganya terjangkau.  and its proven! waktu itu pesen single waffle dengan toping saus karamel, oreo, cadburry dan vanila ice cream. sempet mau pesen yg double waffle tp ternyata satu aja udah kenyang.. rasanya enak! tp adonan waffle nya agak kurang lembut menurut gue.  kalo minumnya gue pesen ice cappuccino (i think its just an ordinary sachet coffee yg diseduh terus dikasih es batu) dan kentang goreng karena udah kebanyakan makan minum yg manis, well rasa kentangnya lumayan dan cheap tentunya.  so far so good! di improve terus yaa♥️",POSITIVE,POSITIVE,-,POSITIVE,corrector
